pro_com,ace,area_filtr,area,LUM5_single,mdist_nres_daily,nig_rat_daily,hType_mix2,avg_block_area,num_intersect,num_community_places,bld_entr_age,bld_entr_interiors,enterprises_entr_size,enterprises_empl_size,bld_rat_int,pop_rat_num,emp_rat_num,emp_rat_pop,bld_rat_area,bor_rat_area,mdist_parks,mdist_smallparks,mdist_railways,mdist_highways,mdist_water,den_nres_daily,den_nres_non-daily,bld_std_age,activity_density
82053,1,2294074.15326,2526490.0,0.834912561449,0.038478103656328214,0.314583333333,4.37038352273,9.04135307772,0.0004624959478717212,0.00019092669667088963,0.51547333912,1.70566431117,0.236804954166,8.49112734864,5.8007800000000005,0.010193218892600001,0.00709174983593,1.43733480853,0.455101134597,0.0,0.0005139789785063246,0.004520926864180558,0.0010869430822337532,0.0003540136734350901,0.0007306189473542131,0.00010854051934000002,6.58217607244e-05,17.9388084486,0.008260288018925397
82053,5,671729.23392,841640.0,0.9977692775270001,0.01826139085217003,0.02,4.73722627737,9.34922189601,0.00019353035931064216,5.5081717649952e-05,0.767402630951,1.7564434895099998,0.290459716469,10.2939297125,10.062000000000001,0.00941897371815,0.00479657552076,1.9636871508400002,0.298615134635,0.131742483926,0.00041244399920254646,0.002290778457960866,0.0033410493238036827,0.000490694521762892,0.0016536387916426427,4.01947669338e-05,8.932170429730001e-06,12.311656756400001,0.008072230037848523
82053,6,1583958.2048,1619940.0,0.671734043118,0.009867854413586691,0.111111111111,4.06577344702,9.7010839347,8.964883010781826e-05,2.083388305322537e-05,0.915519269821,1.76416669618,0.273413311409,6.1928838951300005,9.096219999999999,0.0127181386093,0.00208780761385,6.09162382824,0.23475011769499998,0.00343583527707,0.00028356597889470846,0.0024648995315247188,0.002332933905332606,0.0007462853850319118,0.0010969943904385827,1.26265957898e-05,2.5253191579700002e-06,10.233967482799999,0.0035938682141292825
82053,7,1092818.22026,1098970.0,0.5581165355569999,0.009960049171867153,0.0,3.4036363636400004,9.94352167942,6.222443837349421e-05,1.098078324238133e-05,0.8928472430299998,1.63985960777,0.319738420925,4.3191489361699995,10.6745,0.0147737287873,0.000743032999401,19.8830049261,0.198218908103,0.0,0.00020344384268820362,0.0010419204164228931,0.0011816205574495784,0.0008520345093769059,0.0008885898201939886,8.23558743178e-06,0.0,10.4517754344,0.0015706602361659273
82053,8,1665450.0,1665450.0,0.613830539364,0.003942250833261831,0.1,3.43488943489,10.437003173999999,2.8220601038758295e-05,9.00657479960371e-06,0.915823132797,1.56545774482,0.3163939255,7.946808510639999,4.69656,0.005647122399350001,0.000897054850041,6.2951807228900005,0.17562314239399998,0.226589106855,0.000262089923574998,0.0009560546536662155,0.005248388830202796,0.0021584368312610237,0.0006138483299127111,6.00438319974e-06,2.40175327989e-06,9.90386128664,0.0024167205491789005
82053,10,1050758.3298799999,1066320.0,0.727996557684,0.019027532605279663,0.08333333333330001,5.45422535211,8.64889893079,0.00026361913308042427,4.948806830390636e-05,0.6575464625999999,1.66158950521,0.175218970009,6.6061452514,9.97359,0.019550642060900004,0.00450151082842,4.34312896406,0.347617574959,0.0132946509038,0.0006028555242930278,0.003348255719287639,0.004008882201693013,0.0005472768927092002,0.0006924427484218687,3.3309276743e-05,2.4744034152e-05,15.207173426199999,0.0049566943288994
82053,11,854423.973288,859274.0,0.587771614421,0.013104364464492311,0.047619047619,4.77802690583,9.49865646775,0.00014980853066122378,2.2237203770025407e-05,0.838751771925,1.77044083225,0.217665567394,8.92721518987,11.2063,0.014474078896000001,0.0033016395702700004,4.38390641616,0.228103164931,0.0148203369732,0.0004317743893359623,0.0009425694953939069,0.004549902003105031,0.0014303262680314406,0.0005793696422851896,1.75556871869e-05,3.5111374373699996e-06,10.970293474000002,0.003280451460197068
82053,12,1336304.03983,1375040.0,0.6607397466730001,0.007864206304475764,0.0,4.02747252747,9.6467537335,7.25882711634547e-05,2.0204982694982237e-05,0.8532800573379999,1.7798254639700002,0.369792570649,4.690789473680001,10.0879,0.0107565341207,0.00106712241937,10.079943899,0.20633784343400002,0.018812497348,0.0006181973154108645,0.0008826055255606464,0.0009460550195938869,0.003381056198840816,0.00035999174292727915,1.12249903861e-05,2.24499807722e-06,10.6691949101,0.0017861632460406598
82053,13,562780.529831,597548.0,0.6875603413920001,0.0072010014688925605,0.2,6.5298013245,9.75329354166,6.57449894563888e-05,8.884458034647135e-06,0.6997965659350001,1.3367738566,0.163982143143,4.2,20.5099,0.015219076613399999,0.0007089797511649999,21.4661654135,0.153164363914,0.0395782132131,0.0005260931478171091,0.0006153992530629598,0.000587222518710823,0.0039423319346241084,0.0002938098155155211,7.10756642772e-06,0.0,12.447849603800002,0.001208746313105889
82053,14,5275115.92572,5326900.0,0.482564082939,0.0019147805112037343,0.0909090909091,2.4764416315,10.301056944299999,2.388573100084095e-05,2.65397011120455e-06,0.9330611673479999,1.38720986778,0.267629136217,3.95508982036,2.64768,0.00330191795692,0.00025042103692099997,13.1854655564,0.131792399881,0.014030957457,0.00042268665674442726,0.00047424460449745575,0.0003611539001529925,0.000888223996176137,0.00022426606720167907,1.51655434926e-06,1.89569293657e-07,9.81024791203,0.0011955638247758877
82053,16,772036.116511,773168.0,0.6501420317100001,0.015515056106226839,0.044444444444399996,4.8998211091199995,9.390927157410001,0.0002240827809738032,3.885828571800055e-05,0.734459372296,1.7398699418099999,0.299210355175,11.3540669856,11.2308,0.0158321608777,0.006147380800590001,2.5754319426900003,0.281963371395,0.00757614431683,0.001358045568145227,0.003037532287043631,0.001956232425162972,0.0006750160323854371,0.0004240176716777857,3.10866285744e-05,2.20196952402e-05,12.7813375883,0.008491225687479346
82053,17,1867072.83159,2066550.0,0.923969242122,0.010016763293122271,0.0629370629371,5.262222222219999,9.16094135469,0.00010283476720963944,3.1600267007128785e-05,0.727198750521,1.49923230649,0.279794964347,7.24615384615,17.9422,0.0104505832177,0.00176586576818,5.9181073703400005,0.193009660712,0.12821367705999998,0.0031653373344451476,0.003887726228623376,0.0006234502823699173,0.0012097103169698528,0.0002880337959790669,1.71391278683e-05,6.96277069648e-06,12.545511563699998,0.006662451416534566
82053,18,1625905.26295,1776890.0,0.849384148188,0.01717545844686398,0.0659340659341,4.31071428571,10.0883176864,9.779167558109417e-05,5.104848473730073e-05,0.7872223848980001,1.76963838595,0.276879735128,8.10150891632,10.8321,0.0127252186653,0.0036324379621599998,3.50321706739,0.293328302773,0.0009023904148200001,0.001555262355107833,0.004022419643750381,0.000718853127524436,0.0005995653056742586,0.0003253703695161472,2.8906973285e-05,1.90663015284e-05,12.132023708800002,0.0065218382779329825
82053,20,5305814.227630001,5322810.0,0.53826714145,0.002859027805189302,0.0333333333333,2.26331811263,10.554961635,2.1862808425506227e-05,4.711812160669446e-06,0.883910520324,1.2533251209799998,0.292418862963,5.18055555556,2.30556,0.0027094804648700004,0.00035150118718600004,7.708310991960001,0.12284392829000002,0.00166619793752,0.0006240974467642646,0.0006337708679397766,0.00024461349476875046,0.0004963714607882679,0.00016695040206846497,3.20403226925e-06,1.13083491856e-06,10.978792088199999,0.001690891751411246
82053,21,1150928.62383,1223610.0,0.7009967029530001,0.011890405876790551,0.05769230769230001,4.5995717344800005,9.50720906314,0.00016073976801825183,4.3443180545473466e-05,0.812111268992,1.77084766062,0.24058370870999998,4.70192307692,9.77409,0.0195494312454,0.0025492458344000004,7.668711656439999,0.283844627274,0.0,0.0007510558152050964,0.005154202748081696,0.0010183482543519185,0.0004160307215302264,0.00036578391689117855,2.08527266618e-05,1.39018177745e-05,12.213128505999999,0.007530504316990717
